"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000143341.12","HAVANA","gene",NA,NA,"ENSG00000143341.12","protein_coding","HMCN1","2","HGNC:19194","OTTHUMG00000059337.4"
"ENSG00000143344.16","HAVANA","gene",NA,NA,"ENSG00000143344.16","protein_coding","RGL1","2","HGNC:30281","OTTHUMG00000035328.3"
"ENSG00000143353.12","HAVANA","gene",NA,NA,"ENSG00000143353.12","protein_coding","LYPLAL1","2","HGNC:20440","OTTHUMG00000037141.3"
"ENSG00000143355.16","HAVANA","gene",NA,NA,"ENSG00000143355.16","protein_coding","LHX9","1","HGNC:14222","OTTHUMG00000035656.9"
"ENSG00000143363.17","HAVANA","gene",NA,NA,"ENSG00000143363.17","protein_coding","PRUNE1","2","HGNC:13420","OTTHUMG00000035062.5"
"ENSG00000143365.19","HAVANA","gene",NA,NA,"ENSG00000143365.19","protein_coding","RORC","2","HGNC:10260","OTTHUMG00000013053.6"
"ENSG00000143367.16","HAVANA","gene",NA,NA,"ENSG00000143367.16","protein_coding","TUFT1","2","HGNC:12422","OTTHUMG00000012536.4"
"ENSG00000143368.10","HAVANA","gene",NA,NA,"ENSG00000143368.10","protein_coding","SF3B4","2","HGNC:10771","OTTHUMG00000012208.4"
"ENSG00000143369.15","HAVANA","gene",NA,NA,"ENSG00000143369.15","protein_coding","ECM1","2","HGNC:3153","OTTHUMG00000012806.3"
"ENSG00000143373.18","HAVANA","gene",NA,NA,"ENSG00000143373.18","protein_coding","ZNF687","1","HGNC:29277","OTTHUMG00000012347.13"
"ENSG00000143374.17","HAVANA","gene",NA,NA,"ENSG00000143374.17","protein_coding","TARS2","2","HGNC:30740","OTTHUMG00000012809.5"
"ENSG00000143375.15","HAVANA","gene",NA,NA,"ENSG00000143375.15","protein_coding","CGN","2","HGNC:17429","OTTHUMG00000012497.16"
"ENSG00000143376.14","HAVANA","gene",NA,NA,"ENSG00000143376.14","protein_coding","SNX27","2","HGNC:20073","OTTHUMG00000013052.12"
"ENSG00000143379.12","HAVANA","gene",NA,NA,"ENSG00000143379.12","protein_coding","SETDB1","1","HGNC:10761","OTTHUMG00000035003.7"
"ENSG00000143382.15","HAVANA","gene",NA,NA,"ENSG00000143382.15","protein_coding","ADAMTSL4","2","HGNC:19706","OTTHUMG00000034863.6"
"ENSG00000143384.14","HAVANA","gene",NA,NA,"ENSG00000143384.14","protein_coding","MCL1","2","HGNC:6943","OTTHUMG00000034866.2"
"ENSG00000143387.14","HAVANA","gene",NA,NA,"ENSG00000143387.14","protein_coding","CTSK","2","HGNC:2536","OTTHUMG00000035008.4"
"ENSG00000143390.18","HAVANA","gene",NA,NA,"ENSG00000143390.18","protein_coding","RFX5","1","HGNC:9986","OTTHUMG00000012495.24"
"ENSG00000143393.16","HAVANA","gene",NA,NA,"ENSG00000143393.16","protein_coding","PI4KB","1","HGNC:8984","OTTHUMG00000012348.14"
"ENSG00000143398.20","HAVANA","gene",NA,NA,"ENSG00000143398.20","protein_coding","PIP5K1A","1","HGNC:8994","OTTHUMG00000012351.22"
"ENSG00000143401.15","HAVANA","gene",NA,NA,"ENSG00000143401.15","protein_coding","ANP32E","1","HGNC:16673","OTTHUMG00000012547.6"
"ENSG00000143409.15","HAVANA","gene",NA,NA,"ENSG00000143409.15","protein_coding","MINDY1","2","HGNC:25648","OTTHUMG00000035061.7"
"ENSG00000143412.10","HAVANA","gene",NA,NA,"ENSG00000143412.10","protein_coding","ANXA9","2","HGNC:547","OTTHUMG00000035063.3"
"ENSG00000143416.21","HAVANA","gene",NA,NA,"ENSG00000143416.21","protein_coding","SELENBP1","2","HGNC:10719","OTTHUMG00000012498.26"
"ENSG00000143418.20","HAVANA","gene",NA,NA,"ENSG00000143418.20","protein_coding","CERS2","1","HGNC:14076","OTTHUMG00000035064.8"
"ENSG00000143420.19","HAVANA","gene",NA,NA,"ENSG00000143420.19","protein_coding","ENSA","1","HGNC:3360","OTTHUMG00000035004.5"
"ENSG00000143429.10","HAVANA","gene",NA,NA,"ENSG00000143429.10","transcribed_unprocessed_pseudogene","LSP1P4","2","HGNC:53915","OTTHUMG00000155083.3"
"ENSG00000143434.16","HAVANA","gene",NA,NA,"ENSG00000143434.16","protein_coding","SEMA6C","2","HGNC:10740","OTTHUMG00000012261.3"
"ENSG00000143436.11","HAVANA","gene",NA,NA,"ENSG00000143436.11","protein_coding","MRPL9","2","HGNC:14277","OTTHUMG00000013063.5"
"ENSG00000143437.21","HAVANA","gene",NA,NA,"ENSG00000143437.21","protein_coding","ARNT","1","HGNC:700","OTTHUMG00000035011.4"
"ENSG00000143442.22","HAVANA","gene",NA,NA,"ENSG00000143442.22","protein_coding","POGZ","1","HGNC:18801","OTTHUMG00000012499.10"
"ENSG00000143443.10","HAVANA","gene",NA,NA,"ENSG00000143443.10","protein_coding","C1orf56","2","HGNC:26045","OTTHUMG00000035159.3"
"ENSG00000143450.18","HAVANA","gene",NA,NA,"ENSG00000143450.18","protein_coding","OAZ3","1","HGNC:8097","OTTHUMG00000013061.7"
"ENSG00000143452.16","HAVANA","gene",NA,NA,"ENSG00000143452.16","protein_coding","HORMAD1","2","HGNC:25245","OTTHUMG00000035005.3"
"ENSG00000143457.11","HAVANA","gene",NA,NA,"ENSG00000143457.11","protein_coding","GOLPH3L","2","HGNC:24882","OTTHUMG00000035009.4"
"ENSG00000143458.12","HAVANA","gene",NA,NA,"ENSG00000143458.12","protein_coding","GABPB2","2","HGNC:28441","OTTHUMG00000012193.6"
"ENSG00000143469.20","HAVANA","gene",NA,NA,"ENSG00000143469.20","protein_coding","SYT14","2","HGNC:23143","OTTHUMG00000036652.7"
"ENSG00000143473.13","HAVANA","gene",NA,NA,"ENSG00000143473.13","protein_coding","KCNH1","2","HGNC:6250","OTTHUMG00000036309.9"
"ENSG00000143476.18","HAVANA","gene",NA,NA,"ENSG00000143476.18","protein_coding","DTL","2","HGNC:30288","OTTHUMG00000037133.2"
"ENSG00000143479.17","HAVANA","gene",NA,NA,"ENSG00000143479.17","protein_coding","DYRK3","2","HGNC:3094","OTTHUMG00000036339.5"
"ENSG00000143486.16","HAVANA","gene",NA,NA,"ENSG00000143486.16","protein_coding","EIF2D","1","HGNC:6583","OTTHUMG00000184619.3"
"ENSG00000143493.13","HAVANA","gene",NA,NA,"ENSG00000143493.13","protein_coding","INTS7","1","HGNC:24484","OTTHUMG00000037119.4"
"ENSG00000143494.15","HAVANA","gene",NA,NA,"ENSG00000143494.15","protein_coding","VASH2","2","HGNC:25723","OTTHUMG00000036925.5"
"ENSG00000143498.18","HAVANA","gene",NA,NA,"ENSG00000143498.18","protein_coding","TAF1A","2","HGNC:11532","OTTHUMG00000037544.4"
"ENSG00000143499.14","HAVANA","gene",NA,NA,"ENSG00000143499.14","protein_coding","SMYD2","1","HGNC:20982","OTTHUMG00000037066.5"
"ENSG00000143502.15","HAVANA","gene",NA,NA,"ENSG00000143502.15","protein_coding","SUSD4","2","HGNC:25470","OTTHUMG00000037936.6"
"ENSG00000143507.18","HAVANA","gene",NA,NA,"ENSG00000143507.18","protein_coding","DUSP10","2","HGNC:3065","OTTHUMG00000037269.3"
"ENSG00000143512.13","HAVANA","gene",NA,NA,"ENSG00000143512.13","protein_coding","HHIPL2","2","HGNC:25842","OTTHUMG00000037545.4"
"ENSG00000143514.17","HAVANA","gene",NA,NA,"ENSG00000143514.17","protein_coding","TP53BP2","2","HGNC:12000","OTTHUMG00000037379.5"
"ENSG00000143515.19","HAVANA","gene",NA,NA,"ENSG00000143515.19","protein_coding","ATP8B2","2","HGNC:13534","OTTHUMG00000035979.7"
"ENSG00000143520.6","HAVANA","gene",NA,NA,"ENSG00000143520.6","protein_coding","FLG2","2","HGNC:33276","OTTHUMG00000012245.15"
"ENSG00000143536.7","HAVANA","gene",NA,NA,"ENSG00000143536.7","protein_coding","CRNN","2","HGNC:1230","OTTHUMG00000012383.1"
"ENSG00000143537.14","HAVANA","gene",NA,NA,"ENSG00000143537.14","protein_coding","ADAM15","2","HGNC:193","OTTHUMG00000013898.5"
"ENSG00000143543.15","HAVANA","gene",NA,NA,"ENSG00000143543.15","protein_coding","JTB","2","HGNC:6201","OTTHUMG00000036590.4"
"ENSG00000143545.10","HAVANA","gene",NA,NA,"ENSG00000143545.10","protein_coding","RAB13","2","HGNC:9762","OTTHUMG00000036589.4"
"ENSG00000143546.10","HAVANA","gene",NA,NA,"ENSG00000143546.10","protein_coding","S100A8","2","HGNC:10498","OTTHUMG00000013124.3"
"ENSG00000143549.21","HAVANA","gene",NA,NA,"ENSG00000143549.21","protein_coding","TPM3","2","HGNC:12012","OTTHUMG00000035853.12"
"ENSG00000143552.9","HAVANA","gene",NA,NA,"ENSG00000143552.9","protein_coding","NUP210L","2","HGNC:29915","OTTHUMG00000035852.3"
"ENSG00000143553.11","HAVANA","gene",NA,NA,"ENSG00000143553.11","protein_coding","SNAPIN","2","HGNC:17145","OTTHUMG00000037086.2"
"ENSG00000143554.14","HAVANA","gene",NA,NA,"ENSG00000143554.14","protein_coding","SLC27A3","1","HGNC:10997","OTTHUMG00000037155.6"
"ENSG00000143556.9","HAVANA","gene",NA,NA,"ENSG00000143556.9","protein_coding","S100A7","2","HGNC:10497","OTTHUMG00000013123.2"
"ENSG00000143569.19","HAVANA","gene",NA,NA,"ENSG00000143569.19","protein_coding","UBAP2L","2","HGNC:29877","OTTHUMG00000035983.6"
"ENSG00000143570.19","HAVANA","gene",NA,NA,"ENSG00000143570.19","protein_coding","SLC39A1","2","HGNC:12876","OTTHUMG00000037158.4"
"ENSG00000143575.15","HAVANA","gene",NA,NA,"ENSG00000143575.15","protein_coding","HAX1","2","HGNC:16915","OTTHUMG00000035978.5"
"ENSG00000143578.16","HAVANA","gene",NA,NA,"ENSG00000143578.16","protein_coding","CREB3L4","2","HGNC:18854","OTTHUMG00000037159.4"
"ENSG00000143590.14","HAVANA","gene",NA,NA,"ENSG00000143590.14","protein_coding","EFNA3","2","HGNC:3223","OTTHUMG00000035313.2"
"ENSG00000143595.13","HAVANA","gene",NA,NA,"ENSG00000143595.13","protein_coding","AQP10","2","HGNC:16029","OTTHUMG00000035980.2"
"ENSG00000143603.19","HAVANA","gene",NA,NA,"ENSG00000143603.19","protein_coding","KCNN3","2","HGNC:6292","OTTHUMG00000037260.4"
"ENSG00000143612.21","HAVANA","gene",NA,NA,"ENSG00000143612.21","protein_coding","C1orf43","2","HGNC:29876","OTTHUMG00000035981.5"
"ENSG00000143614.10","HAVANA","gene",NA,NA,"ENSG00000143614.10","protein_coding","GATAD2B","2","HGNC:30778","OTTHUMG00000037162.7"
"ENSG00000143621.17","HAVANA","gene",NA,NA,"ENSG00000143621.17","protein_coding","ILF2","2","HGNC:6037","OTTHUMG00000037087.2"
"ENSG00000143622.11","HAVANA","gene",NA,NA,"ENSG00000143622.11","protein_coding","RIT1","2","HGNC:10023","OTTHUMG00000014104.4"
"ENSG00000143624.14","HAVANA","gene",NA,NA,"ENSG00000143624.14","protein_coding","INTS3","2","HGNC:26153","OTTHUMG00000037089.6"
"ENSG00000143627.19","HAVANA","gene",NA,NA,"ENSG00000143627.19","protein_coding","PKLR","2","HGNC:9020","OTTHUMG00000035875.6"
"ENSG00000143630.10","HAVANA","gene",NA,NA,"ENSG00000143630.10","protein_coding","HCN3","2","HGNC:19183","OTTHUMG00000035872.3"
"ENSG00000143631.11","HAVANA","gene",NA,NA,"ENSG00000143631.11","protein_coding","FLG","2","HGNC:3748","OTTHUMG00000012202.2"
"ENSG00000143632.14","HAVANA","gene",NA,NA,"ENSG00000143632.14","protein_coding","ACTA1","2","HGNC:129","OTTHUMG00000038006.3"
"ENSG00000143633.13","HAVANA","gene",NA,NA,"ENSG00000143633.13","protein_coding","C1orf131","2","HGNC:25332","OTTHUMG00000038023.4"
"ENSG00000143641.10","HAVANA","gene",NA,NA,"ENSG00000143641.10","protein_coding","GALNT2","2","HGNC:4124","OTTHUMG00000037771.2"
"ENSG00000143643.13","HAVANA","gene",NA,NA,"ENSG00000143643.13","protein_coding","TTC13","2","HGNC:26204","OTTHUMG00000037788.5"
"ENSG00000143653.10","HAVANA","gene",NA,NA,"ENSG00000143653.10","protein_coding","SCCPDH","2","HGNC:24275","OTTHUMG00000040221.3"
"ENSG00000143669.14","HAVANA","gene",NA,NA,"ENSG00000143669.14","protein_coding","LYST","1","HGNC:1968","OTTHUMG00000040527.12"
"ENSG00000143674.11","HAVANA","gene",NA,NA,"ENSG00000143674.11","protein_coding","MAP3K21","2","HGNC:29798","OTTHUMG00000037889.2"
"ENSG00000143702.16","HAVANA","gene",NA,NA,"ENSG00000143702.16","protein_coding","CEP170","2","HGNC:28920","OTTHUMG00000039862.6"
"ENSG00000143727.16","HAVANA","gene",NA,NA,"ENSG00000143727.16","protein_coding","ACP1","2","HGNC:122","OTTHUMG00000086933.6"
"ENSG00000143740.14","HAVANA","gene",NA,NA,"ENSG00000143740.14","protein_coding","SNAP47","2","HGNC:30669","OTTHUMG00000037697.5"
"ENSG00000143742.14","HAVANA","gene",NA,NA,"ENSG00000143742.14","protein_coding","SRP9","2","HGNC:11304","OTTHUMG00000037738.4"
"ENSG00000143748.18","HAVANA","gene",NA,NA,"ENSG00000143748.18","protein_coding","NVL","1","HGNC:8070","OTTHUMG00000037536.9"
"ENSG00000143751.10","HAVANA","gene",NA,NA,"ENSG00000143751.10","protein_coding","SDE2","2","HGNC:26643","OTTHUMG00000037504.3"
"ENSG00000143753.13","HAVANA","gene",NA,NA,"ENSG00000143753.13","protein_coding","DEGS1","2","HGNC:13709","OTTHUMG00000037496.5"
"ENSG00000143756.12","HAVANA","gene",NA,NA,"ENSG00000143756.12","protein_coding","FBXO28","2","HGNC:29046","OTTHUMG00000037495.3"
"ENSG00000143761.16","HAVANA","gene",NA,NA,"ENSG00000143761.16","protein_coding","ARF1","2","HGNC:652","OTTHUMG00000037595.4"
"ENSG00000143768.13","HAVANA","gene",NA,NA,"ENSG00000143768.13","protein_coding","LEFTY2","2","HGNC:3122","OTTHUMG00000037441.2"
"ENSG00000143771.12","HAVANA","gene",NA,NA,"ENSG00000143771.12","protein_coding","CNIH4","2","HGNC:25013","OTTHUMG00000037635.4"
"ENSG00000143772.9","HAVANA","gene",NA,NA,"ENSG00000143772.9","protein_coding","ITPKB","2","HGNC:6179","OTTHUMG00000037582.1"
"ENSG00000143774.17","HAVANA","gene",NA,NA,"ENSG00000143774.17","protein_coding","GUK1","2","HGNC:4693","OTTHUMG00000039503.6"
"ENSG00000143776.18","HAVANA","gene",NA,NA,"ENSG00000143776.18","protein_coding","CDC42BPA","2","HGNC:1737","OTTHUMG00000037618.3"
"ENSG00000143786.8","HAVANA","gene",NA,NA,"ENSG00000143786.8","protein_coding","CNIH3","2","HGNC:26802","OTTHUMG00000037634.4"
"ENSG00000143793.13","HAVANA","gene",NA,NA,"ENSG00000143793.13","protein_coding","C1orf35","2","HGNC:19032","OTTHUMG00000037793.3"
"ENSG00000143797.12","HAVANA","gene",NA,NA,"ENSG00000143797.12","protein_coding","MBOAT2","2","HGNC:25193","OTTHUMG00000090363.5"
"ENSG00000143799.14","HAVANA","gene",NA,NA,"ENSG00000143799.14","protein_coding","PARP1","2","HGNC:270","OTTHUMG00000037556.4"
"ENSG00000143801.18","HAVANA","gene",NA,NA,"ENSG00000143801.18","protein_coding","PSEN2","1","HGNC:9509","OTTHUMG00000037563.7"
"ENSG00000143811.19","HAVANA","gene",NA,NA,"ENSG00000143811.19","protein_coding","PYCR2","2","HGNC:30262","OTTHUMG00000037506.6"
"ENSG00000143815.15","HAVANA","gene",NA,NA,"ENSG00000143815.15","protein_coding","LBR","2","HGNC:6518","OTTHUMG00000037520.18"
"ENSG00000143816.8","HAVANA","gene",NA,NA,"ENSG00000143816.8","protein_coding","WNT9A","2","HGNC:12778","OTTHUMG00000037592.2"
"ENSG00000143819.12","HAVANA","gene",NA,NA,"ENSG00000143819.12","protein_coding","EPHX1","2","HGNC:3401","OTTHUMG00000037743.4"
"ENSG00000143839.15","HAVANA","gene",NA,NA,"ENSG00000143839.15","protein_coding","REN","2","HGNC:9958","OTTHUMG00000036059.3"
"ENSG00000143842.15","HAVANA","gene",NA,NA,"ENSG00000143842.15","protein_coding","SOX13","2","HGNC:11192","OTTHUMG00000036050.6"
"ENSG00000143845.15","HAVANA","gene",NA,NA,"ENSG00000143845.15","protein_coding","ETNK2","1","HGNC:25575","OTTHUMG00000036061.7"
"ENSG00000143847.15","HAVANA","gene",NA,NA,"ENSG00000143847.15","protein_coding","PPFIA4","1","HGNC:9248","OTTHUMG00000042123.4"
"ENSG00000143850.16","HAVANA","gene",NA,NA,"ENSG00000143850.16","protein_coding","PLEKHA6","1","HGNC:17053","OTTHUMG00000036057.10"
"ENSG00000143851.15","HAVANA","gene",NA,NA,"ENSG00000143851.15","protein_coding","PTPN7","1","HGNC:9659","OTTHUMG00000035931.7"
"ENSG00000143858.12","HAVANA","gene",NA,NA,"ENSG00000143858.12","protein_coding","SYT2","2","HGNC:11510","OTTHUMG00000041388.2"
"ENSG00000143862.8","HAVANA","gene",NA,NA,"ENSG00000143862.8","protein_coding","ARL8A","2","HGNC:25192","OTTHUMG00000035923.2"
"ENSG00000143867.7","HAVANA","gene",NA,NA,"ENSG00000143867.7","protein_coding","OSR1","2","HGNC:8111","OTTHUMG00000088793.3"
"ENSG00000143869.7","HAVANA","gene",NA,NA,"ENSG00000143869.7","protein_coding","GDF7","2","HGNC:4222","OTTHUMG00000090781.4"
"ENSG00000143870.13","HAVANA","gene",NA,NA,"ENSG00000143870.13","protein_coding","PDIA6","1","HGNC:30168","OTTHUMG00000090479.6"
"ENSG00000143878.10","HAVANA","gene",NA,NA,"ENSG00000143878.10","protein_coding","RHOB","2","HGNC:668","OTTHUMG00000090755.4"
"ENSG00000143882.12","HAVANA","gene",NA,NA,"ENSG00000143882.12","protein_coding","ATP6V1C2","2","HGNC:18264","OTTHUMG00000090459.6"
"ENSG00000143889.16","HAVANA","gene",NA,NA,"ENSG00000143889.16","protein_coding","HNRNPLL","1","HGNC:25127","OTTHUMG00000102075.5"
"ENSG00000143891.17","HAVANA","gene",NA,NA,"ENSG00000143891.17","protein_coding","GALM","1","HGNC:24063","OTTHUMG00000102077.5"
"ENSG00000143919.15","HAVANA","gene",NA,NA,"ENSG00000143919.15","protein_coding","CAMKMT","2","HGNC:26276","OTTHUMG00000128761.5"
"ENSG00000143921.9","HAVANA","gene",NA,NA,"ENSG00000143921.9","protein_coding","ABCG8","2","HGNC:13887","OTTHUMG00000128756.6"
"ENSG00000143924.19","HAVANA","gene",NA,NA,"ENSG00000143924.19","protein_coding","EML4","2","HGNC:1316","OTTHUMG00000128603.7"
"ENSG00000143933.19","HAVANA","gene",NA,NA,"ENSG00000143933.19","protein_coding","CALM2","2","HGNC:1445","OTTHUMG00000128850.11"
"ENSG00000143942.5","HAVANA","gene",NA,NA,"ENSG00000143942.5","protein_coding","CHAC2","2","HGNC:32363","OTTHUMG00000151824.2"
"ENSG00000143947.14","HAVANA","gene",NA,NA,"ENSG00000143947.14","protein_coding","RPS27A","2","HGNC:10417","OTTHUMG00000151919.18"
"ENSG00000143951.16","HAVANA","gene",NA,NA,"ENSG00000143951.16","protein_coding","WDPCP","1","HGNC:28027","OTTHUMG00000152566.10"
"ENSG00000143952.20","HAVANA","gene",NA,NA,"ENSG00000143952.20","protein_coding","VPS54","1","HGNC:18652","OTTHUMG00000152627.3"
"ENSG00000143954.13","HAVANA","gene",NA,NA,"ENSG00000143954.13","protein_coding","REG3G","1","HGNC:29595","OTTHUMG00000130018.4"
"ENSG00000143970.17","HAVANA","gene",NA,NA,"ENSG00000143970.17","protein_coding","ASXL2","2","HGNC:23805","OTTHUMG00000152176.6"
"ENSG00000143971.9","HAVANA","gene",NA,NA,"ENSG00000143971.9","protein_coding","ETAA1","2","HGNC:24648","OTTHUMG00000129545.4"
"ENSG00000143977.14","HAVANA","gene",NA,NA,"ENSG00000143977.14","protein_coding","SNRPG","1","HGNC:11163","OTTHUMG00000129670.5"
"ENSG00000143994.14","HAVANA","gene",NA,NA,"ENSG00000143994.14","protein_coding","ABHD1","2","HGNC:17553","OTTHUMG00000097072.7"
"ENSG00000143995.20","HAVANA","gene",NA,NA,"ENSG00000143995.20","protein_coding","MEIS1","1","HGNC:7000","OTTHUMG00000150714.14"
"ENSG00000144010.10","HAVANA","gene",NA,NA,"ENSG00000144010.10","protein_coding","TRIM43B","2","HGNC:37146","OTTHUMG00000155170.2"
"ENSG00000144015.5","HAVANA","gene",NA,NA,"ENSG00000144015.5","protein_coding","TRIM43","2","HGNC:19015","OTTHUMG00000130401.2"
"ENSG00000144021.3","HAVANA","gene",NA,NA,"ENSG00000144021.3","protein_coding","CIAO1","2","HGNC:14280","OTTHUMG00000130452.3"
"ENSG00000144026.12","HAVANA","gene",NA,NA,"ENSG00000144026.12","protein_coding","ZNF514","2","HGNC:25894","OTTHUMG00000130391.5"
"ENSG00000144028.15","HAVANA","gene",NA,NA,"ENSG00000144028.15","protein_coding","SNRNP200","2","HGNC:30859","OTTHUMG00000130455.7"
"ENSG00000144029.12","HAVANA","gene",NA,NA,"ENSG00000144029.12","protein_coding","MRPS5","2","HGNC:14498","OTTHUMG00000130394.3"
"ENSG00000144031.12","HAVANA","gene",NA,NA,"ENSG00000144031.12","protein_coding","ANKRD53","1","HGNC:25691","OTTHUMG00000129712.7"
"ENSG00000144034.16","HAVANA","gene",NA,NA,"ENSG00000144034.16","protein_coding","TPRKB","2","HGNC:24259","OTTHUMG00000129815.4"
"ENSG00000144035.4","HAVANA","gene",NA,NA,"ENSG00000144035.4","protein_coding","NAT8","2","HGNC:18069","OTTHUMG00000129818.4"
"ENSG00000144036.16","HAVANA","gene",NA,NA,"ENSG00000144036.16","protein_coding","EXOC6B","2","HGNC:17085","OTTHUMG00000152723.3"
"ENSG00000144040.13","HAVANA","gene",NA,NA,"ENSG00000144040.13","protein_coding","SFXN5","1","HGNC:16073","OTTHUMG00000129775.9"
"ENSG00000144043.12","HAVANA","gene",NA,NA,"ENSG00000144043.12","protein_coding","TEX261","2","HGNC:30712","OTTHUMG00000170601.2"
"ENSG00000144045.14","HAVANA","gene",NA,NA,"ENSG00000144045.14","protein_coding","DQX1","1","HGNC:20410","OTTHUMG00000129965.7"
"ENSG00000144048.10","HAVANA","gene",NA,NA,"ENSG00000144048.10","protein_coding","DUSP11","1","HGNC:3066","OTTHUMG00000129816.3"
"ENSG00000144057.15","HAVANA","gene",NA,NA,"ENSG00000144057.15","protein_coding","ST6GAL2","2","HGNC:10861","OTTHUMG00000130923.5"
"ENSG00000144061.14","HAVANA","gene",NA,NA,"ENSG00000144061.14","protein_coding","NPHP1","1","HGNC:7905","OTTHUMG00000131195.3"
"ENSG00000144063.4","HAVANA","gene",NA,NA,"ENSG00000144063.4","protein_coding","MALL","1","HGNC:6818","OTTHUMG00000131196.3"
"ENSG00000144115.17","HAVANA","gene",NA,NA,"ENSG00000144115.17","protein_coding","THNSL2","1","HGNC:25602","OTTHUMG00000130314.6"
"ENSG00000144118.14","HAVANA","gene",NA,NA,"ENSG00000144118.14","protein_coding","RALB","1","HGNC:9840","OTTHUMG00000131435.22"
"ENSG00000144119.4","HAVANA","gene",NA,NA,"ENSG00000144119.4","protein_coding","C1QL2","2","HGNC:24181","OTTHUMG00000153271.3"
"ENSG00000144120.13","HAVANA","gene",NA,NA,"ENSG00000144120.13","protein_coding","TMEM177","1","HGNC:28143","OTTHUMG00000153312.3"
"ENSG00000144130.11","HAVANA","gene",NA,NA,"ENSG00000144130.11","protein_coding","NT5DC4","1","HGNC:27678","OTTHUMG00000153308.1"
"ENSG00000144134.18","HAVANA","gene",NA,NA,"ENSG00000144134.18","protein_coding","RABL2A","2","HGNC:9799","OTTHUMG00000047828.6"
"ENSG00000144136.11","HAVANA","gene",NA,NA,"ENSG00000144136.11","protein_coding","SLC20A1","1","HGNC:10946","OTTHUMG00000131317.5"
"ENSG00000144152.13","HAVANA","gene",NA,NA,"ENSG00000144152.13","protein_coding","FBLN7","1","HGNC:26740","OTTHUMG00000153267.5"
"ENSG00000144158.4","HAVANA","gene",NA,NA,"ENSG00000144158.4","processed_pseudogene","SNRPA1P1","2","HGNC:54744","OTTHUMG00000153382.1"
"ENSG00000144161.13","HAVANA","gene",NA,NA,"ENSG00000144161.13","protein_coding","ZC3H8","2","HGNC:30941","OTTHUMG00000153270.4"
"ENSG00000144182.17","HAVANA","gene",NA,NA,"ENSG00000144182.17","protein_coding","LIPT1","2","HGNC:29569","OTTHUMG00000130640.5"
"ENSG00000144188.9","HAVANA","gene",NA,NA,"ENSG00000144188.9","unprocessed_pseudogene","TRIM43CP","1","HGNC:43981","OTTHUMG00000155327.1"
"ENSG00000144191.12","HAVANA","gene",NA,NA,"ENSG00000144191.12","protein_coding","CNGA3","1","HGNC:2150","OTTHUMG00000130561.4"
"ENSG00000144199.12","HAVANA","gene",NA,NA,"ENSG00000144199.12","protein_coding","FAHD2B","2","HGNC:25318","OTTHUMG00000130533.2"
